,full_test_accs,full_test_null_accs,full_train_accs,full_train_null_accs,test_true_c0_pred_c0,test_true_c0_pred_c1,test_true_c0_pred_c2,test_true_c1_pred_c0,test_true_c1_pred_c1,test_true_c1_pred_c2,test_true_c2_pred_c0,test_true_c2_pred_c1,test_true_c2_pred_c2,train_true_c0_pred_c0,train_true_c0_pred_c1,train_true_c0_pred_c2,train_true_c1_pred_c0,train_true_c1_pred_c1,train_true_c1_pred_c2,train_true_c2_pred_c0,train_true_c2_pred_c1,train_true_c2_pred_c2
iter72_cv_split4,0.5737704918032787,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,11,30,3,98,18,0,16,7,169,0,0,0,475,0,0,2,89
iter72_cv_split5,0.6284153005464481,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,42,0,0,106,13,0,13,9,168,0,0,0,475,0,0,2,90
iter73_cv_split1,0.5376344086021505,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,17,26,0,92,28,0,15,8,167,0,0,0,474,0,0,2,89
iter73_cv_split2,0.5956284153005464,0.644808743169399,0.9972789115646259,0.6476190476190476,7,24,11,0,99,19,0,20,3,168,0,0,0,476,0,0,2,89
iter73_cv_split3,0.5191256830601093,0.644808743169399,0.9972789115646259,0.6476190476190476,0,42,0,3,88,27,0,16,7,168,0,0,0,476,0,0,2,89
iter73_cv_split4,0.6229508196721312,0.6502732240437158,1.0,0.6462585034013606,0,18,23,1,110,8,0,19,4,169,0,0,0,475,0,0,0,91
iter73_cv_split5,0.6010928961748634,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,29,13,0,105,14,0,17,5,168,0,0,0,475,0,0,2,90
iter74_cv_split1,0.5698924731182796,0.6451612903225806,0.9986338797814208,0.6475409836065574,0,21,22,0,101,19,0,18,5,167,0,0,0,474,0,0,1,90
iter74_cv_split2,0.5846994535519126,0.644808743169399,0.9972789115646259,0.6476190476190476,0,29,13,4,100,14,0,16,7,168,0,0,0,476,0,0,2,89
iter74_cv_split3,0.6010928961748634,0.644808743169399,0.998639455782313,0.6476190476190476,9,33,0,2,95,21,0,17,6,168,0,0,0,476,0,0,1,90
iter74_cv_split4,0.5737704918032787,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,41,0,0,97,22,0,15,8,169,0,0,0,475,0,0,2,89
iter74_cv_split5,0.6065573770491803,0.6502732240437158,0.9972789115646259,0.6462585034013606,0,12,30,0,104,15,0,15,7,168,0,0,0,475,0,0,2,90
iter75_cv_split1,0.5860215053763441,0.6451612903225806,0.9972677595628415,0.6475409836065574,0,32,11,0,99,21,0,13,10,167,0,0,0,474,0,0,2,89
